5.9457	12.889	21.227	30.902	42.049	55.584	74.908	101.64	139.81	306.28
-0.35985	-0.21889	-0.12234	-0.052311	-6.9201e-05	0.052236	0.12207	0.21874	0.35945	0.83241
-0.34276	-0.20005	-0.11633	-0.051124	-3.8534e-05	0.051014	0.11629	0.19974	0.34252	0.90999
-1	-1	-1	-1	-1	-1	-1	3.6139	13.319	1.7333e+06
0	0	0	0	0	0	0	0	0	1
0.18278	0.28021	0.37359	0.45912	0.53636	0.61677	0.69922	0.80607	1.0167	3.1751
-0.43434	-0.27879	-0.1635	-0.074345	-5.9307e-05	0.074096	0.16346	0.27862	0.43406	1.2465
0.023259	0.073808	0.15056	0.22616	0.29834	0.36378	0.42356	0.48107	0.54077	0.59984
-1.4182	-0.84992	-0.26372	-0.05503	0	0.054962	0.26348	0.84866	1.4175	2.2405
0.021815	0.055272	0.12151	0.26725	0.44752	0.69406	0.88085	0.96909	0.99645	1
-0.50409	-0.32291	-0.19007	-0.088418	-1.9848e-05	0.08835	0.18994	0.32272	0.50394	2.3085
0.080751	0.14361	0.20761	0.27257	0.34004	0.42008	0.50979	0.61323	0.7508	1
