6.2944	13.065	20.797	30.216	40.398	52.279	65.727	82.64	103.32	133.56
-0.33236	-0.21113	-0.12893	-0.067491	-0.019761	0.019505	0.067232	0.12862	0.21082	0.33172
-0.49297	-0.30104	-0.17059	-0.085267	-0.025336	0.025169	0.085042	0.17044	0.30061	0.49226
-1	1.2796	2.2963	2.9167	3.7354	5.0833	7.3215	12.427	22.997	64.858
0	1	1	1	1	1	1	1	1	1
0.16114	0.25227	0.33582	0.40368	0.47056	0.53736	0.60539	0.67142	0.755	0.88969
-0.46141	-0.31965	-0.21341	-0.11865	-0.035301	0.03515	0.11834	0.21308	0.31927	0.46088
0.072284	0.13879	0.20699	0.27757	0.34924	0.42471	0.50248	0.59159	0.72031	0.95414
-1.4934	-1.2283	-0.3556	-0.088476	-0.018335	0.018232	0.088374	0.35403	1.2271	1.4929
0.0173	0.040002	0.079139	0.1389	0.25535	0.49658	0.81553	0.95437	0.98995	0.99818
-0.52258	-0.35648	-0.22846	-0.1244	-0.038344	0.038135	0.12397	0.22826	0.35578	0.52206
