0.057154	0.16703	0.24536	0.31509	0.37681	0.4433	0.51585	0.60436	0.71237	0.86163
0.0012904	0.004818	0.011767	0.019704	0.030203	0.043831	0.058824	0.082529	0.11584	0.16946
0	0.0011081	0.0028127	0.004902	0.0077728	0.011024	0.015706	0.021661	0.031249	0.048231
0.00057208	0.0042709	0.0097714	0.017569	0.02809	0.042105	0.060526	0.08509	0.13489	0.29201
0.0082092	0.026906	0.051417	0.079208	0.10877	0.13995	0.18066	0.23433	0.30245	0.4254
0.020472	0.055359	0.089783	0.11956	0.15508	0.19173	0.22702	0.27602	0.33608	0.47605
0.2788	0.50519	0.66584	0.78824	0.87607	0.93366	0.96487	0.98297	0.99273	0.99885
0.0010858	0.0071237	0.016782	0.034442	0.065747	0.12132	0.20843	0.33125	0.49154	0.71701
0.0027444	0.033854	0.10818	0.25972	0.61513	0.9059	0.98223	0.99847	1	1
0	6.7031e-05	0.0078671	0.04059	0.20323	0.52684	0.79227	0.916	0.97127	0.99796
56.229	88.755	112.58	129.82	147.62	165.46	182.68	200.59	221.04	239.45
0.077842	0.10947	0.15201	0.20312	0.25382	0.30276	0.35508	0.42036	0.49184	0.6001
0.10542	0.15254	0.20264	0.28293	0.37394	0.46559	0.56709	0.6811	0.78753	0.87162
0.15995	0.21073	0.25713	0.31836	0.38395	0.43798	0.50668	0.62299	0.83608	1.2395
0.040869	0.058802	0.075987	0.10214	0.13933	0.19936	0.26426	0.34612	0.43814	0.69156
0.063701	0.30832	0.45083	0.58801	0.679	0.74781	0.83029	0.91109	1.0371	1.1809
-0.10511	-0.046359	-0.001751	0.035084	0.084333	0.26659	0.7031	0.98266	0.99527	0.99815
0.0015779	0.0026362	0.0039816	0.0055511	0.0076091	0.010516	0.015388	0.02459	0.0423	0.087563
0.00020991	0.00043018	0.00076107	0.0011757	0.0017055	0.0025229	0.0039323	0.0065778	0.010053	0.020782
0.0028014	0.0042578	0.0063622	0.0083919	0.011502	0.014582	0.020529	0.032491	0.053791	0.10676
0.017566	0.043702	0.077838	0.11195	0.14177	0.16686	0.1919	0.21373	0.24539	0.29595
0.01233	0.027356	0.04481	0.062788	0.079543	0.095529	0.11129	0.12497	0.13911	0.17367
0.012641	0.025982	0.041481	0.056541	0.073562	0.086421	0.10009	0.11238	0.12684	0.15007
0.016254	0.029308	0.045066	0.060188	0.073504	0.086579	0.099291	0.11215	0.12753	0.15775
0.043473	0.086755	0.11903	0.14522	0.16892	0.19105	0.21187	0.23429	0.26041	0.31758
0.028971	0.057284	0.080048	0.10093	0.1208	0.13774	0.15533	0.1756	0.19911	0.25383
0.01404	0.029635	0.043499	0.057685	0.070051	0.082442	0.095009	0.10912	0.1261	0.15204
0.013175	0.026577	0.042099	0.056147	0.071267	0.084476	0.096658	0.11051	0.12442	0.14411
0.012427	0.028809	0.050347	0.066128	0.081567	0.096731	0.11131	0.12592	0.14068	0.17
0.020404	0.049975	0.084405	0.12065	0.14847	0.17358	0.20018	0.2222	0.24827	0.29744
0.013913	0.031362	0.050223	0.067018	0.084262	0.10044	0.11588	0.12988	0.14966	0.18782
0.01295	0.027793	0.044449	0.061408	0.07626	0.092873	0.1056	0.1191	0.13379	0.16696
0.01792	0.034432	0.049749	0.063585	0.078227	0.091793	0.10404	0.11682	0.13382	0.17428
0.0516	0.099479	0.13613	0.16153	0.18387	0.2011	0.21896	0.24286	0.27986	0.34455
0.03348	0.065964	0.091704	0.11123	0.12633	0.13955	0.15411	0.17444	0.20851	0.2719
0.014339	0.03049	0.045428	0.058179	0.072187	0.083997	0.09426	0.10613	0.12288	0.15539
0.011193	0.02609	0.040508	0.055528	0.07126	0.082485	0.095556	0.108	0.12414	0.14755
0.012056	0.027484	0.045922	0.064686	0.080692	0.095744	0.11013	0.12293	0.13865	0.17763
0.049127	0.10804	0.18635	0.24031	0.28974	0.31944	0.34488	0.36611	0.38428	0.4
0.03692	0.072982	0.11721	0.14958	0.17908	0.20551	0.23147	0.25352	0.274	0.31674
0.037022	0.067845	0.10296	0.13665	0.15962	0.18367	0.20824	0.22813	0.24906	0.28261
0.048296	0.083556	0.11746	0.14368	0.16629	0.18787	0.20578	0.22442	0.24311	0.28363
0.14027	0.22386	0.27325	0.30704	0.3299	0.34877	0.36413	0.38011	0.4	0.4
0.090631	0.15858	0.20165	0.23661	0.25835	0.27934	0.29875	0.31751	0.34417	0.39632
0.045468	0.077422	0.1095	0.13401	0.15536	0.17496	0.19396	0.21394	0.23446	0.26367
0.034932	0.071092	0.10024	0.12464	0.1501	0.17203	0.19408	0.21719	0.23799	0.26991
0.032071	0.077132	0.11864	0.14978	0.17674	0.20159	0.22351	0.24554	0.26438	0.30325
0.13029	0.16009	0.18567	0.21213	0.23425	0.25649	0.27685	0.29841	0.31404	0.32942
0.12266	0.15705	0.18424	0.21353	0.23903	0.2593	0.28095	0.29814	0.31322	0.32678
0.13078	0.16631	0.19205	0.22041	0.24442	0.26448	0.28332	0.30193	0.31517	0.32917
0.12415	0.15803	0.1875	0.2211	0.24989	0.27011	0.28756	0.3004	0.31372	0.32825
0.061002	0.11286	0.21479	0.31455	0.43772	0.56341	0.70836	0.86519	1.1254	1.5343
